post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type,genre,hash_tags,description,related_genres
0703,Japan,Japanese,274,73,23,Image,Nature,"['art', 'sports', 'education']","A post about nature featuring art, sports.","['Health', 'Education']"
0704,India,Portuguese,515,52,35,Video,Cooking,"['coding', 'recipe', 'sports', 'wildlife']","A post about cooking featuring coding, recipe.","['Sports', 'Fitness']"
0705,Italy,Hindi,594,165,31,Reel,Cooking,"['education', 'machinelearning', 'adventure']","A post about cooking featuring education, machinelearning.","['Travel', 'Health']"
0706,Australia,French,347,51,69,Video,Nature,"['culture', 'fitness', 'art', 'nature', 'vacation', 'students', 'food']","A post about nature featuring culture, fitness.","['Sports', 'Fitness']"
0707,Australia,English,680,180,127,Video,Fitness,"['nature', 'music', 'machinelearning', 'culture', 'travel', 'food']","A post about fitness featuring nature, music.","['Music', 'Technology']"
0708,UK,German,1086,304,125,Reel,Music,"['recipe', 'education', 'sports', 'food', 'machinelearning', 'adventure', 'science']","A post about music featuring recipe, education.","['Cooking', 'Fashion']"
0709,Brazil,Japanese,874,172,150,Video,Health,"['travel', 'sports', 'machinelearning', 'recipe', 'music']","A post about health featuring travel, sports.","['Travel', 'Health']"
0710,Germany,Hindi,249,59,43,Text,Nature,"['vacation', 'technology', 'adventure', 'science', 'AI', 'wildlife']","A post about nature featuring vacation, technology.","['Music', 'Technology']"
0711,France,Japanese,607,178,35,Image,Music,"['recipe', 'learning', 'science', 'vacation', 'fitness', 'travel', 'fashion']","A post about music featuring recipe, learning.","['Travel', 'Fashion']"
0712,USA,German,682,105,125,Video,Health,"['wildlife', 'forest', 'music', 'recipe', 'travel', 'fitness', 'education']","A post about health featuring wildlife, forest.","['Health', 'Education']"
0713,India,Portuguese,385,78,64,Reel,Nature,"['science', 'AI', 'beach', 'food', 'technology', 'health', 'sports']","A post about nature featuring science, AI.","['Technology', 'Sports']"
0714,France,Japanese,360,91,60,Text,Fitness,"['art', 'vacation', 'technology', 'nature', 'AI']","A post about fitness featuring art, vacation.","['Technology', 'Cooking']"
0715,Japan,Spanish,554,164,85,Image,Education,"['art', 'music', 'sports']","A post about education featuring art, music.","['Education', 'Cooking']"
0716,UK,Hindi,317,63,60,Image,Technology,"['culture', 'travel', 'beach', 'machinelearning']","A post about technology featuring culture, travel.","['Sports', 'Travel']"
0717,France,Portuguese,827,219,86,Video,Music,"['culture', 'food', 'fitness', 'adventure']","A post about music featuring culture, food.","['Travel', 'Fitness']"
0718,Australia,German,661,121,88,Video,Education,"['technology', 'wildlife', 'AI', 'beach', 'food', 'adventure', 'coding']","A post about education featuring technology, wildlife.","['Sports', 'Health']"
0719,Italy,Portuguese,394,73,68,Text,Music,"['education', 'science', 'AI']","A post about music featuring education, science.","['Music', 'Sports']"
0720,Australia,French,465,65,66,Image,Education,"['art', 'health', 'beach', 'adventure']","A post about education featuring art, health.","['Fitness', 'Fashion']"
0721,USA,Japanese,396,50,59,Image,Technology,"['fitness', 'recipe', 'food', 'machinelearning', 'sports']","A post about technology featuring fitness, recipe.","['Education', 'Fitness']"
0722,USA,Japanese,347,62,41,Text,Travel,"['fitness', 'vacation', 'music', 'technology', 'food', 'nature', 'adventure']","A post about travel featuring fitness, vacation.","['Fashion', 'Education']"
0723,Germany,German,646,128,53,Video,Fitness,"['travel', 'vacation', 'machinelearning']","A post about fitness featuring travel, vacation.","['Nature', 'Fashion']"
0724,Germany,Hindi,449,95,58,Image,Travel,"['travel', 'culture', 'fitness']","A post about travel featuring travel, culture.","['Health', 'Music']"
0725,France,French,755,155,100,Image,Sports,"['AI', 'fashion', 'technology', 'forest', 'machinelearning']","A post about sports featuring AI, fashion.","['Technology', 'Sports']"
0726,Australia,Portuguese,646,128,77,Reel,Travel,"['learning', 'forest', 'health', 'recipe', 'art']","A post about travel featuring learning, forest.","['Cooking', 'Music']"
0727,Japan,Japanese,561,67,110,Text,Sports,"['fashion', 'education', 'travel']","A post about sports featuring fashion, education.","['Health', 'Travel']"
0728,Japan,Japanese,616,62,44,Video,Travel,"['music', 'sports', 'travel']","A post about travel featuring music, sports.","['Travel', 'Technology']"
0729,Australia,Spanish,1008,217,139,Reel,Fashion,"['education', 'forest', 'food', 'recipe']","A post about fashion featuring education, forest.","['Cooking', 'Sports']"
0730,Japan,French,754,90,52,Reel,Fitness,"['wildlife', 'students', 'AI']","A post about fitness featuring wildlife, students.","['Technology', 'Education']"
0731,Australia,Spanish,303,51,20,Text,Cooking,"['machinelearning', 'health', 'forest', 'education', 'fashion', 'AI', 'learning']","A post about cooking featuring machinelearning, health.","['Fashion', 'Cooking']"
0732,Brazil,Portuguese,789,192,155,Image,Sports,"['adventure', 'technology', 'health', 'students', 'art', 'travel']","A post about sports featuring adventure, technology.","['Health', 'Music']"
0733,Canada,Japanese,747,160,45,Reel,Education,"['health', 'vacation', 'sports', 'travel', 'students']","A post about education featuring health, vacation.","['Education', 'Travel']"
0734,UK,Portuguese,761,128,123,Video,Education,"['learning', 'machinelearning', 'travel', 'art', 'culture']","A post about education featuring learning, machinelearning.","['Sports', 'Nature']"
0735,India,Spanish,888,146,136,Video,Sports,"['beach', 'nature', 'sports', 'coding']","A post about sports featuring beach, nature.","['Fitness', 'Technology']"
0736,Italy,Japanese,791,160,64,Video,Fashion,"['travel', 'AI', 'wildlife']","A post about fashion featuring travel, AI.","['Fashion', 'Fitness']"
0737,India,Portuguese,415,64,41,Text,Fashion,"['machinelearning', 'fashion', 'coding']","A post about fashion featuring machinelearning, fashion.","['Health', 'Cooking']"
0738,Australia,Portuguese,185,45,12,Text,Technology,"['machinelearning', 'fitness', 'recipe', 'nature', 'culture', 'sports', 'science']","A post about technology featuring machinelearning, fitness.","['Music', 'Education']"
0739,UK,Spanish,626,103,40,Reel,Cooking,"['machinelearning', 'adventure', 'science']","A post about cooking featuring machinelearning, adventure.","['Technology', 'Music']"
0740,Australia,Japanese,574,69,52,Image,Health,"['science', 'travel', 'machinelearning', 'recipe', 'vacation']","A post about health featuring science, travel.","['Sports', 'Technology']"
0741,Italy,Japanese,690,140,103,Reel,Fitness,"['food', 'vacation', 'machinelearning', 'wildlife', 'forest', 'recipe']","A post about fitness featuring food, vacation.","['Fashion', 'Travel']"
0742,Italy,German,388,100,57,Video,Technology,"['students', 'culture', 'technology']","A post about technology featuring students, culture.","['Music', 'Travel']"
0743,Brazil,Japanese,599,69,60,Image,Fashion,"['vacation', 'adventure', 'forest', 'culture', 'health', 'art', 'learning']","A post about fashion featuring vacation, adventure.","['Travel', 'Cooking']"
0744,Germany,English,532,110,48,Image,Education,"['students', 'vacation', 'learning', 'art', 'forest']","A post about education featuring students, vacation.","['Nature', 'Technology']"
0745,India,Japanese,1093,268,67,Reel,Sports,"['fitness', 'wildlife', 'beach']","A post about sports featuring fitness, wildlife.","['Sports', 'Fitness']"
0746,Japan,Hindi,782,176,51,Image,Music,"['coding', 'science', 'travel']","A post about music featuring coding, science.","['Cooking', 'Technology']"
0747,USA,Portuguese,486,81,41,Text,Fashion,"['travel', 'health', 'music', 'recipe', 'beach', 'sports', 'technology']","A post about fashion featuring travel, health.","['Technology', 'Nature']"
0748,UK,English,428,59,45,Image,Technology,"['learning', 'adventure', 'travel', 'wildlife', 'health', 'food', 'science']","A post about technology featuring learning, adventure.","['Travel', 'Nature']"
0749,USA,Hindi,298,63,46,Text,Fitness,"['wildlife', 'science', 'learning', 'students', 'fashion', 'vacation']","A post about fitness featuring wildlife, science.","['Fitness', 'Nature']"
0750,UK,German,507,134,38,Image,Travel,"['beach', 'art', 'culture', 'wildlife', 'adventure', 'learning']","A post about travel featuring beach, art.","['Health', 'Cooking']"
0751,Italy,Hindi,356,71,41,Text,Cooking,"['sports', 'machinelearning', 'art']","A post about cooking featuring sports, machinelearning.","['Education', 'Health']"
0752,Germany,German,1122,218,189,Reel,Sports,"['science', 'fitness', 'AI', 'recipe', 'students']","A post about sports featuring science, fitness.","['Sports', 'Fashion']"
0753,Brazil,German,885,94,145,Video,Music,"['students', 'machinelearning', 'recipe', 'science', 'technology', 'forest', 'art']","A post about music featuring students, machinelearning.","['Technology', 'Music']"
0754,Brazil,Spanish,608,157,78,Reel,Technology,"['sports', 'health', 'coding']","A post about technology featuring sports, health.","['Fitness', 'Health']"
0755,Australia,French,1181,233,221,Reel,Sports,"['art', 'students', 'recipe', 'wildlife', 'learning', 'fitness', 'sports']","A post about sports featuring art, students.","['Technology', 'Health']"
0756,Canada,French,603,88,46,Reel,Technology,"['education', 'learning', 'sports', 'adventure', 'technology']","A post about technology featuring education, learning.","['Sports', 'Cooking']"
0757,UK,Japanese,846,144,81,Image,Sports,"['students', 'technology', 'art', 'food']","A post about sports featuring students, technology.","['Cooking', 'Technology']"
0758,Italy,French,302,50,17,Text,Cooking,"['vacation', 'travel', 'wildlife', 'recipe', 'forest', 'science']","A post about cooking featuring vacation, travel.","['Technology', 'Fitness']"
0759,Australia,Spanish,359,83,66,Video,Technology,"['wildlife', 'technology', 'science', 'fashion']","A post about technology featuring wildlife, technology.","['Fashion', 'Fitness']"
0760,USA,French,671,190,125,Reel,Fitness,"['culture', 'AI', 'food', 'recipe', 'travel', 'students']","A post about fitness featuring culture, AI.","['Education', 'Music']"
0761,Japan,English,843,152,90,Reel,Health,"['adventure', 'fashion', 'education', 'art', 'machinelearning', 'AI', 'students']","A post about health featuring adventure, fashion.","['Sports', 'Music']"
0762,France,Spanish,965,263,154,Video,Music,"['machinelearning', 'recipe', 'students', 'AI', 'wildlife', 'culture', 'adventure']","A post about music featuring machinelearning, recipe.","['Health', 'Fitness']"
0763,Italy,German,1025,210,64,Video,Sports,"['beach', 'travel', 'education', 'health', 'learning', 'sports']","A post about sports featuring beach, travel.","['Travel', 'Music']"
0764,Germany,Hindi,556,125,78,Image,Education,"['food', 'fashion', 'nature', 'AI', 'learning']","A post about education featuring food, fashion.","['Travel', 'Nature']"
0765,Brazil,Spanish,977,99,61,Reel,Health,"['technology', 'students', 'recipe', 'sports', 'travel', 'adventure']","A post about health featuring technology, students.","['Cooking', 'Technology']"
0766,India,English,613,115,105,Video,Fitness,"['culture', 'learning', 'technology']","A post about fitness featuring culture, learning.","['Health', 'Fashion']"
0767,Japan,Spanish,437,110,84,Text,Music,"['food', 'adventure', 'science', 'fashion', 'sports']","A post about music featuring food, adventure.","['Cooking', 'Health']"
0768,Canada,Hindi,431,85,33,Video,Nature,"['travel', 'sports', 'food']","A post about nature featuring travel, sports.","['Music', 'Cooking']"
0769,USA,Spanish,460,120,89,Text,Education,"['travel', 'AI', 'vacation']","A post about education featuring travel, AI.","['Fitness', 'Cooking']"
0770,France,Spanish,435,60,84,Video,Cooking,"['machinelearning', 'fitness', 'coding', 'art']","A post about cooking featuring machinelearning, fitness.","['Nature', 'Sports']"
0771,UK,Japanese,1142,187,113,Reel,Sports,"['coding', 'art', 'science']","A post about sports featuring coding, art.","['Fashion', 'Nature']"
0772,Brazil,Hindi,404,46,46,Image,Cooking,"['learning', 'fashion', 'travel', 'fitness', 'technology', 'forest', 'vacation']","A post about cooking featuring learning, fashion.","['Fashion', 'Technology']"
0773,Australia,Japanese,291,70,20,Image,Technology,"['wildlife', 'sports', 'art', 'vacation']","A post about technology featuring wildlife, sports.","['Music', 'Education']"
0774,Canada,English,762,95,51,Image,Music,"['fashion', 'students', 'machinelearning', 'travel', 'forest', 'education', 'beach']","A post about music featuring fashion, students.","['Travel', 'Sports']"
0775,Italy,Hindi,298,79,28,Video,Nature,"['education', 'fashion', 'art', 'culture', 'students', 'travel']","A post about nature featuring education, fashion.","['Nature', 'Fashion']"
0776,Germany,English,449,127,43,Image,Technology,"['beach', 'sports', 'music', 'recipe']","A post about technology featuring beach, sports.","['Education', 'Music']"
0777,Germany,Spanish,512,130,54,Image,Education,"['food', 'art', 'wildlife', 'recipe']","A post about education featuring food, art.","['Nature', 'Fitness']"
0778,France,Hindi,424,106,53,Reel,Nature,"['art', 'technology', 'beach', 'fitness']","A post about nature featuring art, technology.","['Nature', 'Travel']"
0779,Japan,Japanese,361,56,66,Text,Fitness,"['education', 'art', 'beach', 'adventure', 'science', 'sports', 'vacation']","A post about fitness featuring education, art.","['Health', 'Fitness']"
0780,Germany,English,831,156,161,Reel,Fitness,"['vacation', 'sports', 'machinelearning', 'education']","A post about fitness featuring vacation, sports.","['Technology', 'Nature']"
0781,USA,Portuguese,600,157,101,Image,Health,"['AI', 'forest', 'vacation', 'technology']","A post about health featuring AI, forest.","['Sports', 'Health']"
0782,Canada,Hindi,597,126,74,Video,Travel,"['nature', 'beach', 'machinelearning']","A post about travel featuring nature, beach.","['Health', 'Fitness']"
0783,Canada,French,768,186,106,Reel,Fitness,"['wildlife', 'machinelearning', 'adventure']","A post about fitness featuring wildlife, machinelearning.","['Education', 'Health']"
0784,Japan,Spanish,708,139,84,Reel,Fitness,"['learning', 'health', 'fashion', 'science']","A post about fitness featuring learning, health.","['Health', 'Nature']"
0785,Japan,Hindi,670,105,123,Reel,Travel,"['forest', 'travel', 'fitness']","A post about travel featuring forest, travel.","['Technology', 'Fashion']"
0786,Brazil,Japanese,157,28,16,Text,Technology,"['fashion', 'nature', 'vacation', 'technology', 'forest', 'travel', 'food']","A post about technology featuring fashion, nature.","['Technology', 'Music']"
0787,Canada,Japanese,172,49,17,Text,Nature,"['recipe', 'AI', 'science']","A post about nature featuring recipe, AI.","['Education', 'Cooking']"
0788,Germany,French,781,119,146,Reel,Fitness,"['fashion', 'coding', 'fitness']","A post about fitness featuring fashion, coding.","['Fitness', 'Travel']"
0789,Australia,English,1107,281,131,Reel,Sports,"['coding', 'fitness', 'travel']","A post about sports featuring coding, fitness.","['Sports', 'Health']"
0790,Germany,Spanish,254,47,28,Text,Travel,"['recipe', 'food', 'travel', 'forest', 'education', 'vacation', 'AI']","A post about travel featuring recipe, food.","['Fashion', 'Cooking']"
0791,Germany,Spanish,1103,329,71,Reel,Sports,"['health', 'beach', 'culture', 'recipe', 'AI', 'nature', 'students']","A post about sports featuring health, beach.","['Education', 'Music']"
0792,Brazil,Portuguese,966,273,132,Reel,Music,"['fitness', 'recipe', 'forest', 'AI', 'wildlife', 'students', 'travel']","A post about music featuring fitness, recipe.","['Technology', 'Education']"
0793,Italy,English,401,77,56,Text,Travel,"['beach', 'fashion', 'adventure']","A post about travel featuring beach, fashion.","['Nature', 'Health']"
0794,Italy,Spanish,805,166,123,Reel,Health,"['adventure', 'students', 'health', 'culture', 'wildlife', 'nature']","A post about health featuring adventure, students.","['Cooking', 'Music']"
0795,Italy,Portuguese,559,74,104,Reel,Cooking,"['vacation', 'art', 'science', 'adventure', 'health', 'technology', 'fashion']","A post about cooking featuring vacation, art.","['Music', 'Health']"
0796,UK,English,535,67,77,Text,Music,"['fitness', 'sports', 'health', 'culture', 'vacation']","A post about music featuring fitness, sports.","['Fashion', 'Cooking']"
0797,UK,German,918,191,68,Video,Fashion,"['music', 'technology', 'culture', 'art']","A post about fashion featuring music, technology.","['Cooking', 'Health']"
0798,UK,Hindi,545,83,45,Video,Technology,"['vacation', 'culture', 'coding', 'fashion', 'music']","A post about technology featuring vacation, culture.","['Travel', 'Music']"
0799,India,Portuguese,359,63,30,Image,Technology,"['vacation', 'science', 'music', 'fashion', 'art']","A post about technology featuring vacation, science.","['Health', 'Education']"
0800,Italy,German,683,171,116,Video,Travel,"['music', 'adventure', 'machinelearning', 'forest']","A post about travel featuring music, adventure.","['Nature', 'Technology']"
0801,Canada,Spanish,806,86,141,Reel,Health,"['health', 'learning', 'vacation', 'adventure']","A post about health featuring health, learning.","['Cooking', 'Nature']"
0802,Australia,Hindi,501,96,80,Image,Fitness,"['students', 'culture', 'coding']","A post about fitness featuring students, culture.","['Travel', 'Music']"
0803,Canada,Portuguese,437,117,52,Image,Technology,"['machinelearning', 'art', 'vacation', 'travel']","A post about technology featuring machinelearning, art.","['Travel', 'Sports']"
0804,Brazil,German,270,50,17,Text,Nature,"['health', 'culture', 'nature', 'forest']","A post about nature featuring health, culture.","['Education', 'Travel']"
0805,India,Hindi,606,113,36,Video,Cooking,"['culture', 'fashion', 'recipe']","A post about cooking featuring culture, fashion.","['Fashion', 'Technology']"
0806,Japan,Spanish,410,82,32,Text,Music,"['travel', 'technology', 'art']","A post about music featuring travel, technology.","['Cooking', 'Fashion']"
0807,Canada,English,902,163,167,Reel,Health,"['adventure', 'sports', 'wildlife', 'travel']","A post about health featuring adventure, sports.","['Fitness', 'Fashion']"
0808,Japan,German,753,188,115,Reel,Travel,"['adventure', 'culture', 'technology']","A post about travel featuring adventure, culture.","['Music', 'Travel']"
0809,Brazil,English,833,181,119,Image,Sports,"['beach', 'fashion', 'learning', 'vacation']","A post about sports featuring beach, fashion.","['Cooking', 'Fashion']"
0810,Canada,French,549,83,71,Video,Technology,"['music', 'beach', 'forest', 'fashion', 'technology']","A post about technology featuring music, beach.","['Fitness', 'Music']"
0811,Canada,English,353,62,59,Reel,Nature,"['beach', 'vacation', 'culture', 'coding']","A post about nature featuring beach, vacation.","['Cooking', 'Technology']"
0812,Canada,Portuguese,604,123,119,Video,Cooking,"['music', 'science', 'adventure', 'recipe', 'fitness', 'health']","A post about cooking featuring music, science.","['Fashion', 'Nature']"
0813,Australia,Spanish,326,33,61,Image,Cooking,"['nature', 'fashion', 'culture', 'sports']","A post about cooking featuring nature, fashion.","['Fashion', 'Fitness']"
0814,Australia,Portuguese,917,248,175,Reel,Education,"['travel', 'food', 'fitness', 'vacation', 'sports', 'forest', 'science']","A post about education featuring travel, food.","['Health', 'Education']"
0815,France,Japanese,477,85,30,Text,Sports,"['culture', 'machinelearning', 'students']","A post about sports featuring culture, machinelearning.","['Health', 'Technology']"
0816,Brazil,Japanese,558,121,63,Text,Music,"['fashion', 'forest', 'beach', 'travel', 'music']","A post about music featuring fashion, forest.","['Travel', 'Fashion']"
0817,Canada,French,469,85,24,Image,Education,"['education', 'beach', 'coding', 'students', 'culture', 'travel']","A post about education featuring education, beach.","['Travel', 'Health']"
0818,France,English,713,138,119,Video,Fitness,"['vacation', 'health', 'music', 'adventure', 'culture', 'sports', 'fitness']","A post about fitness featuring vacation, health.","['Health', 'Technology']"
0819,India,Japanese,234,45,43,Text,Nature,"['travel', 'fashion', 'culture', 'nature', 'learning', 'recipe']","A post about nature featuring travel, fashion.","['Technology', 'Health']"
0820,France,English,244,69,19,Text,Travel,"['science', 'nature', 'health']","A post about travel featuring science, nature.","['Nature', 'Education']"
0821,Brazil,Portuguese,895,234,81,Video,Sports,"['travel', 'education', 'beach', 'learning']","A post about sports featuring travel, education.","['Education', 'Nature']"
0822,Japan,English,286,41,48,Text,Technology,"['food', 'art', 'recipe', 'learning', 'machinelearning']","A post about technology featuring food, art.","['Education', 'Sports']"
0823,UK,French,361,68,61,Reel,Nature,"['vacation', 'AI', 'fitness', 'nature', 'recipe', 'learning', 'sports']","A post about nature featuring vacation, AI.","['Sports', 'Cooking']"
0824,Japan,Japanese,196,23,36,Text,Technology,"['machinelearning', 'beach', 'travel', 'technology', 'learning', 'health', 'AI']","A post about technology featuring machinelearning, beach.","['Sports', 'Cooking']"
0825,USA,Hindi,426,47,50,Image,Travel,"['food', 'coding', 'fitness', 'science']","A post about travel featuring food, coding.","['Fitness', 'Nature']"
0826,Italy,Hindi,882,213,162,Reel,Education,"['wildlife', 'nature', 'health', 'art']","A post about education featuring wildlife, nature.","['Education', 'Cooking']"
0827,Italy,German,356,69,30,Image,Technology,"['travel', 'fashion', 'health', 'forest']","A post about technology featuring travel, fashion.","['Fashion', 'Music']"
0828,Brazil,English,818,228,80,Video,Health,"['science', 'learning', 'wildlife', 'students']","A post about health featuring science, learning.","['Music', 'Technology']"
0829,Germany,English,647,182,108,Video,Education,"['sports', 'science', 'machinelearning']","A post about education featuring sports, science.","['Health', 'Cooking']"
0830,Brazil,Hindi,687,154,51,Image,Sports,"['beach', 'forest', 'art', 'sports', 'recipe', 'fashion']","A post about sports featuring beach, forest.","['Sports', 'Nature']"
0831,Australia,Japanese,599,156,95,Image,Education,"['art', 'nature', 'health', 'recipe', 'vacation', 'fitness']","A post about education featuring art, nature.","['Nature', 'Music']"
0832,Australia,Spanish,459,136,79,Image,Travel,"['nature', 'wildlife', 'students']","A post about travel featuring nature, wildlife.","['Health', 'Cooking']"
0833,Japan,French,1023,182,69,Reel,Fashion,"['food', 'art', 'machinelearning']","A post about fashion featuring food, art.","['Technology', 'Music']"
0834,Japan,Spanish,1036,235,114,Reel,Fashion,"['coding', 'fashion', 'beach', 'music', 'sports', 'learning']","A post about fashion featuring coding, fashion.","['Health', 'Sports']"
0835,Brazil,German,332,50,23,Image,Technology,"['beach', 'fitness', 'fashion', 'AI']","A post about technology featuring beach, fitness.","['Music', 'Fitness']"
0836,Japan,German,514,87,31,Reel,Nature,"['forest', 'AI', 'adventure', 'health']","A post about nature featuring forest, AI.","['Fitness', 'Technology']"
0837,Brazil,English,1035,197,160,Reel,Sports,"['health', 'art', 'science', 'fashion', 'education', 'forest']","A post about sports featuring health, art.","['Education', 'Nature']"
0838,Italy,English,964,288,141,Reel,Fashion,"['beach', 'wildlife', 'coding', 'music', 'machinelearning', 'vacation']","A post about fashion featuring beach, wildlife.","['Music', 'Sports']"
0839,Italy,Portuguese,578,78,52,Video,Cooking,"['beach', 'students', 'culture', 'sports', 'health', 'music']","A post about cooking featuring beach, students.","['Music', 'Cooking']"
0840,Japan,Hindi,559,98,77,Image,Health,"['adventure', 'food', 'music', 'beach', 'science', 'art', 'fitness']","A post about health featuring adventure, food.","['Sports', 'Travel']"
0841,Australia,Spanish,621,146,109,Reel,Cooking,"['health', 'art', 'fashion']","A post about cooking featuring health, art.","['Education', 'Health']"
0842,UK,Japanese,257,64,27,Image,Nature,"['science', 'learning', 'travel', 'recipe', 'forest']","A post about nature featuring science, learning.","['Music', 'Health']"
0843,Australia,Hindi,715,105,113,Video,Health,"['forest', 'wildlife', 'students']","A post about health featuring forest, wildlife.","['Education', 'Sports']"
0844,USA,Spanish,656,68,72,Video,Travel,"['adventure', 'culture', 'fitness', 'technology']","A post about travel featuring adventure, culture.","['Fitness', 'Technology']"
0845,UK,English,504,72,86,Text,Sports,"['art', 'science', 'fashion', 'wildlife']","A post about sports featuring art, science.","['Cooking', 'Health']"
0846,UK,Hindi,254,37,15,Text,Cooking,"['forest', 'machinelearning', 'art', 'vacation']","A post about cooking featuring forest, machinelearning.","['Nature', 'Fashion']"
0847,Canada,Japanese,273,59,29,Text,Fitness,"['machinelearning', 'wildlife', 'fashion', 'music', 'AI']","A post about fitness featuring machinelearning, wildlife.","['Health', 'Fashion']"
0848,Italy,French,414,91,22,Text,Health,"['education', 'culture', 'food', 'music', 'learning', 'vacation']","A post about health featuring education, culture.","['Travel', 'Fitness']"
0849,Australia,Spanish,258,33,50,Text,Nature,"['technology', 'culture', 'coding', 'recipe', 'vacation', 'learning', 'sports']","A post about nature featuring technology, culture.","['Cooking', 'Technology']"
0850,Germany,Japanese,385,53,45,Image,Technology,"['AI', 'education', 'technology', 'sports', 'recipe', 'art']","A post about technology featuring AI, education.","['Fashion', 'Fitness']"
0851,Japan,Hindi,693,178,109,Reel,Fitness,"['nature', 'wildlife', 'education']","A post about fitness featuring nature, wildlife.","['Education', 'Music']"
0852,India,English,340,81,47,Image,Technology,"['travel', 'recipe', 'fitness']","A post about technology featuring travel, recipe.","['Fashion', 'Nature']"
0853,USA,Portuguese,616,121,90,Video,Fitness,"['adventure', 'AI', 'learning', 'health', 'science', 'wildlife']","A post about fitness featuring adventure, AI.","['Cooking', 'Fitness']"
0854,Canada,Hindi,548,82,38,Image,Education,"['travel', 'music', 'science', 'AI', 'students']","A post about education featuring travel, music.","['Fashion', 'Nature']"
0855,Brazil,English,375,44,41,Image,Cooking,"['adventure', 'machinelearning', 'forest']","A post about cooking featuring adventure, machinelearning.","['Cooking', 'Nature']"
0856,Italy,German,439,65,51,Reel,Nature,"['forest', 'vacation', 'technology', 'adventure', 'machinelearning', 'health']","A post about nature featuring forest, vacation.","['Fitness', 'Sports']"
0857,France,Spanish,329,53,22,Text,Travel,"['recipe', 'science', 'AI', 'adventure', 'sports', 'education', 'fitness']","A post about travel featuring recipe, science.","['Education', 'Cooking']"
0858,USA,Hindi,481,95,61,Video,Nature,"['forest', 'fitness', 'machinelearning', 'art', 'food']","A post about nature featuring forest, fitness.","['Education', 'Music']"
0859,Australia,Hindi,951,122,86,Reel,Fashion,"['forest', 'fitness', 'culture', 'wildlife', 'vacation', 'technology', 'music']","A post about fashion featuring forest, fitness.","['Fashion', 'Sports']"
0860,Canada,Hindi,511,90,77,Video,Travel,"['forest', 'sports', 'education', 'health', 'coding', 'fitness']","A post about travel featuring forest, sports.","['Sports', 'Technology']"
0861,Canada,Spanish,455,81,40,Image,Cooking,"['coding', 'education', 'health', 'fitness', 'forest']","A post about cooking featuring coding, education.","['Fitness', 'Cooking']"
0862,Germany,Spanish,463,50,78,Image,Travel,"['recipe', 'adventure', 'technology', 'science', 'students']","A post about travel featuring recipe, adventure.","['Music', 'Fashion']"
0863,UK,Japanese,326,88,33,Text,Health,"['beach', 'music', 'travel', 'learning', 'science', 'culture']","A post about health featuring beach, music.","['Nature', 'Fashion']"
0864,UK,French,534,108,79,Text,Sports,"['health', 'learning', 'beach', 'wildlife', 'travel', 'art']","A post about sports featuring health, learning.","['Health', 'Music']"
0865,UK,German,594,122,72,Image,Fitness,"['education', 'art', 'culture', 'wildlife', 'technology']","A post about fitness featuring education, art.","['Sports', 'Cooking']"
0866,Germany,Spanish,1038,231,59,Video,Sports,"['education', 'machinelearning', 'science', 'beach', 'travel', 'vacation']","A post about sports featuring education, machinelearning.","['Education', 'Music']"
0867,India,Spanish,617,66,41,Video,Fitness,"['students', 'health', 'adventure', 'art', 'travel', 'food', 'machinelearning']","A post about fitness featuring students, health.","['Technology', 'Fashion']"
0868,Japan,Portuguese,685,155,53,Image,Music,"['machinelearning', 'beach', 'food', 'culture', 'technology', 'travel', 'students']","A post about music featuring machinelearning, beach.","['Fashion', 'Cooking']"
0869,Italy,Portuguese,495,113,37,Image,Education,"['sports', 'technology', 'health', 'machinelearning', 'art']","A post about education featuring sports, technology.","['Health', 'Travel']"
0870,Germany,French,763,207,135,Reel,Travel,"['technology', 'forest', 'adventure']","A post about travel featuring technology, forest.","['Cooking', 'Music']"
0871,Australia,Hindi,722,118,49,Image,Fashion,"['science', 'wildlife', 'adventure', 'technology', 'students', 'nature', 'music']","A post about fashion featuring science, wildlife.","['Travel', 'Education']"
0872,India,Japanese,459,131,68,Video,Cooking,"['science', 'travel', 'learning', 'education', 'forest', 'vacation', 'machinelearning']","A post about cooking featuring science, travel.","['Cooking', 'Music']"
0873,France,Japanese,891,190,107,Video,Fashion,"['technology', 'food', 'forest', 'wildlife', 'sports', 'music']","A post about fashion featuring technology, food.","['Music', 'Nature']"
0874,Japan,German,684,106,69,Image,Fashion,"['food', 'music', 'technology', 'AI', 'students', 'sports']","A post about fashion featuring food, music.","['Health', 'Fashion']"
0875,Brazil,Spanish,658,160,94,Image,Music,"['beach', 'sports', 'culture', 'recipe', 'education', 'fitness', 'technology']","A post about music featuring beach, sports.","['Fitness', 'Education']"
0876,France,German,598,60,101,Reel,Technology,"['fitness', 'wildlife', 'health', 'science', 'art', 'coding']","A post about technology featuring fitness, wildlife.","['Technology', 'Sports']"
0877,France,Japanese,321,41,17,Text,Technology,"['learning', 'adventure', 'technology', 'recipe', 'fashion']","A post about technology featuring learning, adventure.","['Sports', 'Nature']"
0878,Italy,Portuguese,736,110,47,Video,Fitness,"['fitness', 'health', 'forest', 'sports', 'travel']","A post about fitness featuring fitness, health.","['Health', 'Technology']"
